分拣中心,日期,班次,正式工,临时工
'SC44',2023/12/9,'0-8',3,14
'SC44',2023/12/9,'5-13',1,1
'SC44',2023/12/9,'8-16',3,42
'SC44',2023/12/9,'12-20',1,1
'SC44',2023/12/9,'14-22',8,2
'SC44',2023/12/9,'16-24',9,85
'SC46',2023/12/9,'0-8',3,1
'SC46',2023/12/9,'5-13',3,1
'SC46',2023/12/9,'8-16',1,11
'SC46',2023/12/9,'12-20',1,12
'SC46',2023/12/9,'14-22',2,8
'SC46',2023/12/9,'16-24',3,10
'SC47',2023/12/9,'0-8',16,141
'SC47',2023/12/9,'5-13',12,28
'SC47',2023/12/9,'8-16',5,72
'SC47',2023/12/9,'12-20',1,16
'SC47',2023/12/9,'14-22',11,29
'SC47',2023/12/9,'16-24',7,145
'SC48',2023/12/9,'0-8',1,1
'SC48',2023/12/9,'5-13',1,1
'SC48',2023/12/9,'8-16',1,1
'SC48',2023/12/9,'12-20',1,1
'SC48',2023/12/9,'14-22',1,1
'SC48',2023/12/9,'16-24',1,1
'SC49',2023/12/9,'0-8',3,35
'SC49',2023/12/9,'5-13',1,5
'SC49',2023/12/9,'8-16',1,7
'SC49',2023/12/9,'12-20',3,11
'SC49',2023/12/9,'14-22',2,16
'SC49',2023/12/9,'16-24',1,12
'SC5',2023/12/9,'0-8',1,112
'SC5',2023/12/9,'5-13',8,1
'SC5',2023/12/9,'8-16',11,40
'SC5',2023/12/9,'12-20',5,32
'SC5',2023/12/9,'14-22',1,11
'SC5',2023/12/9,'16-24',6,71
'SC51',2023/12/9,'0-8',2,50
'SC51',2023/12/9,'5-13',5,12
'SC51',2023/12/9,'8-16',1,5
'SC51',2023/12/9,'12-20',1,36
'SC51',2023/12/9,'14-22',2,1
'SC51',2023/12/9,'16-24',8,32
'SC52',2023/12/9,'0-8',3,1
'SC52',2023/12/9,'5-13',2,2
'SC52',2023/12/9,'8-16',1,1
'SC52',2023/12/9,'12-20',3,1
'SC52',2023/12/9,'14-22',3,1
'SC52',2023/12/9,'16-24',3,5
'SC53',2023/12/9,'0-8',2,69
'SC53',2023/12/9,'5-13',8,1
'SC53',2023/12/9,'8-16',11,1
'SC53',2023/12/9,'12-20',2,54
'SC53',2023/12/9,'14-22',1,50
'SC53',2023/12/9,'16-24',6,183
'SC54',2023/12/9,'0-8',5,3
'SC54',2023/12/9,'5-13',5,1
'SC54',2023/12/9,'8-16',2,16
'SC54',2023/12/9,'12-20',2,1
'SC54',2023/12/9,'14-22',6,2
'SC54',2023/12/9,'16-24',7,23
'SC55',2023/12/9,'0-8',2,1
'SC55',2023/12/9,'5-13',1,5
'SC55',2023/12/9,'8-16',2,6
'SC55',2023/12/9,'12-20',2,5
'SC55',2023/12/9,'14-22',1,1
'SC55',2023/12/9,'16-24',1,1
'SC56',2023/12/9,'0-8',1,1
'SC56',2023/12/9,'5-13',1,1
'SC56',2023/12/9,'8-16',2,1
'SC56',2023/12/9,'12-20',1,1
'SC56',2023/12/9,'14-22',1,1
'SC56',2023/12/9,'16-24',2,4
'SC57',2023/12/9,'0-8',3,51
'SC57',2023/12/9,'5-13',1,24
'SC57',2023/12/9,'8-16',6,6
'SC57',2023/12/9,'12-20',2,4
'SC57',2023/12/9,'14-22',4,1
'SC57',2023/12/9,'16-24',1,25
'SC58',2023/12/9,'0-8',1,1
'SC58',2023/12/9,'5-13',1,1
'SC58',2023/12/9,'8-16',1,1
'SC58',2023/12/9,'12-20',1,1
'SC58',2023/12/9,'14-22',1,1
'SC58',2023/12/9,'16-24',1,4
'SC6',2023/12/9,'0-8',3,92
'SC6',2023/12/9,'5-13',5,1
'SC6',2023/12/9,'8-16',2,38
'SC6',2023/12/9,'12-20',6,1
'SC6',2023/12/9,'14-22',8,4
'SC6',2023/12/9,'16-24',12,113
'SC60',2023/12/9,'0-8',13,211
'SC60',2023/12/9,'5-13',1,43
'SC60',2023/12/9,'8-16',7,40
'SC60',2023/12/9,'12-20',8,9
'SC60',2023/12/9,'14-22',11,28
'SC60',2023/12/9,'16-24',15,214
'SC61',2023/12/9,'0-8',1,1
'SC61',2023/12/9,'5-13',1,1
'SC61',2023/12/9,'8-16',1,1
'SC61',2023/12/9,'12-20',1,1
'SC61',2023/12/9,'14-22',1,1
'SC61',2023/12/9,'16-24',1,3
'SC63',2023/12/9,'0-8',1,2
'SC63',2023/12/9,'5-13',2,1
'SC63',2023/12/9,'8-16',1,4
'SC63',2023/12/9,'12-20',2,1
'SC63',2023/12/9,'14-22',2,1
'SC63',2023/12/9,'16-24',2,1
'SC66',2023/12/9,'0-8',1,1
'SC66',2023/12/9,'5-13',1,2
'SC66',2023/12/9,'8-16',1,2
'SC66',2023/12/9,'12-20',1,1
'SC66',2023/12/9,'14-22',1,1
'SC66',2023/12/9,'16-24',1,1
'SC68',2023/12/9,'0-8',1,1
'SC68',2023/12/9,'5-13',1,1
'SC68',2023/12/9,'8-16',1,3
'SC68',2023/12/9,'12-20',1,1
'SC68',2023/12/9,'14-22',1,1
'SC68',2023/12/9,'16-24',1,5
'SC7',2023/12/9,'0-8',3,120
'SC7',2023/12/9,'5-13',2,1
'SC7',2023/12/9,'8-16',13,52
'SC7',2023/12/9,'12-20',5,55
'SC7',2023/12/9,'14-22',1,1
'SC7',2023/12/9,'16-24',32,88
'SC8',2023/12/9,'0-8',5,132
'SC8',2023/12/9,'5-13',1,56
'SC8',2023/12/9,'8-16',3,18
'SC8',2023/12/9,'12-20',12,24
'SC8',2023/12/9,'14-22',19,38
'SC8',2023/12/9,'16-24',12,133
'SC9',2023/12/9,'0-8',2,106
'SC9',2023/12/9,'5-13',1,72
'SC9',2023/12/9,'8-16',4,15
'SC9',2023/12/9,'12-20',1,1
'SC9',2023/12/9,'14-22',1,10
'SC9',2023/12/9,'16-24',13,40
'SC1',2023/12/10,'0-8',7,121
'SC1',2023/12/10,'5-13',2,29
'SC1',2023/12/10,'8-16',1,52
'SC1',2023/12/10,'12-20',1,36
'SC1',2023/12/10,'14-22',1,1
'SC1',2023/12/10,'16-24',19,105
'SC10',2023/12/10,'0-8',3,144
'SC10',2023/12/10,'5-13',1,38
'SC10',2023/12/10,'8-16',3,13
'SC10',2023/12/10,'12-20',13,15
'SC10',2023/12/10,'14-22',2,10
'SC10',2023/12/10,'16-24',23,165
'SC12',2023/12/10,'0-8',1,5
'SC12',2023/12/10,'5-13',1,11
'SC12',2023/12/10,'8-16',3,4
'SC12',2023/12/10,'12-20',3,5
'SC12',2023/12/10,'14-22',2,1
'SC12',2023/12/10,'16-24',1,3
'SC14',2023/12/10,'0-8',1,1
'SC14',2023/12/10,'5-13',1,1
'SC14',2023/12/10,'8-16',1,6
'SC14',2023/12/10,'12-20',1,1
'SC14',2023/12/10,'14-22',1,2
'SC14',2023/12/10,'16-24',1,3
'SC15',2023/12/10,'0-8',8,8
'SC15',2023/12/10,'5-13',2,12
'SC15',2023/12/10,'8-16',1,10
'SC15',2023/12/10,'12-20',5,1
'SC15',2023/12/10,'14-22',1,2
'SC15',2023/12/10,'16-24',8,11
'SC16',2023/12/10,'0-8',2,2
'SC16',2023/12/10,'5-13',1,1
'SC16',2023/12/10,'8-16',1,3
'SC16',2023/12/10,'12-20',1,2
'SC16',2023/12/10,'14-22',1,1
'SC16',2023/12/10,'16-24',3,2
'SC17',2023/12/10,'0-8',4,58
'SC17',2023/12/10,'5-13',1,18
'SC17',2023/12/10,'8-16',8,1
'SC17',2023/12/10,'12-20',1,13
'SC17',2023/12/10,'14-22',7,30
'SC17',2023/12/10,'16-24',6,57
'SC18',2023/12/10,'0-8',3,2
'SC18',2023/12/10,'5-13',1,1
'SC18',2023/12/10,'8-16',1,8
'SC18',2023/12/10,'12-20',5,1
'SC18',2023/12/10,'14-22',2,1
'SC18',2023/12/10,'16-24',1,29
'SC19',2023/12/10,'0-8',2,8
'SC19',2023/12/10,'5-13',1,3
'SC19',2023/12/10,'8-16',7,1
'SC19',2023/12/10,'12-20',6,1
'SC19',2023/12/10,'14-22',1,3
'SC19',2023/12/10,'16-24',1,18
'SC2',2023/12/10,'0-8',1,7
'SC2',2023/12/10,'5-13',1,2
'SC2',2023/12/10,'8-16',3,13
'SC2',2023/12/10,'12-20',1,1
'SC2',2023/12/10,'14-22',4,1
'SC2',2023/12/10,'16-24',2,21
'SC20',2023/12/10,'0-8',1,1
'SC20',2023/12/10,'5-13',1,1
'SC20',2023/12/10,'8-16',1,1
'SC20',2023/12/10,'12-20',1,1
'SC20',2023/12/10,'14-22',1,1
'SC20',2023/12/10,'16-24',1,1
'SC21',2023/12/10,'0-8',1,1
'SC21',2023/12/10,'5-13',1,1
'SC21',2023/12/10,'8-16',1,2
'SC21',2023/12/10,'12-20',1,1
'SC21',2023/12/10,'14-22',1,1
'SC21',2023/12/10,'16-24',1,4
'SC22',2023/12/10,'0-8',2,13
'SC22',2023/12/10,'5-13',1,1
'SC22',2023/12/10,'8-16',4,14
'SC22',2023/12/10,'12-20',3,1
'SC22',2023/12/10,'14-22',1,1
'SC22',2023/12/10,'16-24',6,16
'SC23',2023/12/10,'0-8',1,1
'SC23',2023/12/10,'5-13',2,1
'SC23',2023/12/10,'8-16',3,5
'SC23',2023/12/10,'12-20',1,1
'SC23',2023/12/10,'14-22',1,1
'SC23',2023/12/10,'16-24',2,8
'SC24',2023/12/10,'0-8',1,5
'SC24',2023/12/10,'5-13',1,7
'SC24',2023/12/10,'8-16',2,14
'SC24',2023/12/10,'12-20',3,2
'SC24',2023/12/10,'14-22',4,1
'SC24',2023/12/10,'16-24',1,6
'SC25',2023/12/10,'0-8',4,161
'SC25',2023/12/10,'5-13',7,36
'SC25',2023/12/10,'8-16',1,63
'SC25',2023/12/10,'12-20',3,14
'SC25',2023/12/10,'14-22',8,1
'SC25',2023/12/10,'16-24',6,221
'SC26',2023/12/10,'0-8',2,2
'SC26',2023/12/10,'5-13',1,10
'SC26',2023/12/10,'8-16',3,7
'SC26',2023/12/10,'12-20',2,7
'SC26',2023/12/10,'14-22',3,1
'SC26',2023/12/10,'16-24',1,1
'SC27',2023/12/10,'0-8',2,1
'SC27',2023/12/10,'5-13',5,3
'SC27',2023/12/10,'8-16',1,3
'SC27',2023/12/10,'12-20',4,1
'SC27',2023/12/10,'14-22',2,1
'SC27',2023/12/10,'16-24',1,16
'SC28',2023/12/10,'0-8',1,1
'SC28',2023/12/10,'5-13',1,1
'SC28',2023/12/10,'8-16',1,1
'SC28',2023/12/10,'12-20',1,1
'SC28',2023/12/10,'14-22',1,1
'SC28',2023/12/10,'16-24',1,2
'SC29',2023/12/10,'0-8',1,9
'SC29',2023/12/10,'5-13',4,8
'SC29',2023/12/10,'8-16',6,1
'SC29',2023/12/10,'12-20',6,1
'SC29',2023/12/10,'14-22',2,1
'SC29',2023/12/10,'16-24',12,16
'SC3',2023/12/10,'0-8',4,82
'SC3',2023/12/10,'5-13',4,20
'SC3',2023/12/10,'8-16',1,11
'SC3',2023/12/10,'12-20',1,2
'SC3',2023/12/10,'14-22',2,16
'SC3',2023/12/10,'16-24',7,25
'SC30',2023/12/10,'0-8',2,3
'SC30',2023/12/10,'5-13',1,1
'SC30',2023/12/10,'8-16',1,12
'SC30',2023/12/10,'12-20',3,1
'SC30',2023/12/10,'14-22',1,1
'SC30',2023/12/10,'16-24',1,7
'SC31',2023/12/10,'0-8',1,49
'SC31',2023/12/10,'5-13',1,2
'SC31',2023/12/10,'8-16',1,23
'SC31',2023/12/10,'12-20',2,13
'SC31',2023/12/10,'14-22',2,13
'SC31',2023/12/10,'16-24',6,13
'SC32',2023/12/10,'0-8',1,2
'SC32',2023/12/10,'5-13',1,1
'SC32',2023/12/10,'8-16',1,1
'SC32',2023/12/10,'12-20',1,1
'SC32',2023/12/10,'14-22',1,1
'SC32',2023/12/10,'16-24',3,3
'SC34',2023/12/10,'0-8',1,22
'SC34',2023/12/10,'5-13',2,7
'SC34',2023/12/10,'8-16',1,10
'SC34',2023/12/10,'12-20',4,8
'SC34',2023/12/10,'14-22',1,1
'SC34',2023/12/10,'16-24',1,28
'SC35',2023/12/10,'0-8',1,85
'SC35',2023/12/10,'5-13',2,33
'SC35',2023/12/10,'8-16',1,35
'SC35',2023/12/10,'12-20',1,1
'SC35',2023/12/10,'14-22',3,1
'SC35',2023/12/10,'16-24',3,141
'SC36',2023/12/10,'0-8',1,1
'SC36',2023/12/10,'5-13',1,1
'SC36',2023/12/10,'8-16',1,2
'SC36',2023/12/10,'12-20',1,1
'SC36',2023/12/10,'14-22',1,1
'SC36',2023/12/10,'16-24',1,1
'SC37',2023/12/10,'0-8',1,1
'SC37',2023/12/10,'5-13',1,1
'SC37',2023/12/10,'8-16',1,2
'SC37',2023/12/10,'12-20',1,1
'SC37',2023/12/10,'14-22',1,1
'SC37',2023/12/10,'16-24',1,2
'SC38',2023/12/10,'0-8',2,9
'SC38',2023/12/10,'5-13',2,1
'SC38',2023/12/10,'8-16',2,6
'SC38',2023/12/10,'12-20',1,1
'SC38',2023/12/10,'14-22',2,1
'SC38',2023/12/10,'16-24',3,10
'SC39',2023/12/10,'0-8',1,6
'SC39',2023/12/10,'5-13',1,1
'SC39',2023/12/10,'8-16',1,3
'SC39',2023/12/10,'12-20',1,1
'SC39',2023/12/10,'14-22',2,1
'SC39',2023/12/10,'16-24',2,6
'SC4',2023/12/10,'0-8',2,118
'SC4',2023/12/10,'5-13',1,13
'SC4',2023/12/10,'8-16',11,7
'SC4',2023/12/10,'12-20',8,15
'SC4',2023/12/10,'14-22',3,1
'SC4',2023/12/10,'16-24',26,108
'SC40',2023/12/10,'0-8',3,5
'SC40',2023/12/10,'5-13',1,1
'SC40',2023/12/10,'8-16',1,5
'SC40',2023/12/10,'12-20',3,1
'SC40',2023/12/10,'14-22',1,1
'SC40',2023/12/10,'16-24',8,1
'SC41',2023/12/10,'0-8',1,2
'SC41',2023/12/10,'5-13',1,1
'SC41',2023/12/10,'8-16',1,7
'SC41',2023/12/10,'12-20',1,1
'SC41',2023/12/10,'14-22',1,1
'SC41',2023/12/10,'16-24',1,1
'SC43',2023/12/10,'0-8',1,3
'SC43',2023/12/10,'5-13',1,1
'SC43',2023/12/10,'8-16',2,11
'SC43',2023/12/10,'12-20',2,1
'SC43',2023/12/10,'14-22',3,1
'SC43',2023/12/10,'16-24',6,1
'SC44',2023/12/10,'0-8',9,7
'SC44',2023/12/10,'5-13',4,1
'SC44',2023/12/10,'8-16',1,29
'SC44',2023/12/10,'12-20',3,16
'SC44',2023/12/10,'14-22',6,5
'SC44',2023/12/10,'16-24',1,99
'SC46',2023/12/10,'0-8',2,1
'SC46',2023/12/10,'5-13',1,1
'SC46',2023/12/10,'8-16',4,1
'SC46',2023/12/10,'12-20',6,12
'SC46',2023/12/10,'14-22',3,10
'SC46',2023/12/10,'16-24',1,4
'SC47',2023/12/10,'0-8',17,142
'SC47',2023/12/10,'5-13',8,33
'SC47',2023/12/10,'8-16',1,61
'SC47',2023/12/10,'12-20',10,28
'SC47',2023/12/10,'14-22',1,36
'SC47',2023/12/10,'16-24',10,143
'SC48',2023/12/10,'0-8',1,1
'SC48',2023/12/10,'5-13',1,1
'SC48',2023/12/10,'8-16',1,1
'SC48',2023/12/10,'12-20',1,1
'SC48',2023/12/10,'14-22',1,1
'SC48',2023/12/10,'16-24',1,1
'SC49',2023/12/10,'0-8',1,37
'SC49',2023/12/10,'5-13',3,2
'SC49',2023/12/10,'8-16',1,8
'SC49',2023/12/10,'12-20',1,12
'SC49',2023/12/10,'14-22',2,14
'SC49',2023/12/10,'16-24',1,14
'SC5',2023/12/10,'0-8',5,106
'SC5',2023/12/10,'5-13',4,1
'SC5',2023/12/10,'8-16',1,54
'SC5',2023/12/10,'12-20',4,31
'SC5',2023/12/10,'14-22',3,37
'SC5',2023/12/10,'16-24',17,54
'SC51',2023/12/10,'0-8',2,52
'SC51',2023/12/10,'5-13',1,4
'SC51',2023/12/10,'8-16',2,18
'SC51',2023/12/10,'12-20',1,23
'SC51',2023/12/10,'14-22',2,1
'SC51',2023/12/10,'16-24',1,41
'SC52',2023/12/10,'0-8',2,3
'SC52',2023/12/10,'5-13',1,1
'SC52',2023/12/10,'8-16',3,2
'SC52',2023/12/10,'12-20',1,1
'SC52',2023/12/10,'14-22',1,1
'SC52',2023/12/10,'16-24',4,4
'SC53',2023/12/10,'0-8',6,63
'SC53',2023/12/10,'5-13',9,1
'SC53',2023/12/10,'8-16',2,18
'SC53',2023/12/10,'12-20',1,48
'SC53',2023/12/10,'14-22',8,20
'SC53',2023/12/10,'16-24',1,188
'SC54',2023/12/10,'0-8',2,7
'SC54',2023/12/10,'5-13',1,9
'SC54',2023/12/10,'8-16',9,2
'SC54',2023/12/10,'12-20',6,1
'SC54',2023/12/10,'14-22',6,1
'SC54',2023/12/10,'16-24',1,30
'SC55',2023/12/10,'0-8',2,1
'SC55',2023/12/10,'5-13',4,3
'SC55',2023/12/10,'8-16',2,5
'SC55',2023/12/10,'12-20',1,6
'SC55',2023/12/10,'14-22',2,1
'SC55',2023/12/10,'16-24',1,1
'SC56',2023/12/10,'0-8',1,1
'SC56',2023/12/10,'5-13',1,1
'SC56',2023/12/10,'8-16',1,2
'SC56',2023/12/10,'12-20',1,1
'SC56',2023/12/10,'14-22',2,1
'SC56',2023/12/10,'16-24',2,4
'SC57',2023/12/10,'0-8',3,52
'SC57',2023/12/10,'5-13',3,1
'SC57',2023/12/10,'8-16',2,13
'SC57',2023/12/10,'12-20',10,3
'SC57',2023/12/10,'14-22',7,1
'SC57',2023/12/10,'16-24',1,25
'SC58',2023/12/10,'0-8',1,1
'SC58',2023/12/10,'5-13',1,1
'SC58',2023/12/10,'8-16',1,1
'SC58',2023/12/10,'12-20',1,1
'SC58',2023/12/10,'14-22',1,1
'SC58',2023/12/10,'16-24',1,4
'SC6',2023/12/10,'0-8',2,89
'SC6',2023/12/10,'5-13',4,1
'SC6',2023/12/10,'8-16',2,40
'SC6',2023/12/10,'12-20',9,1
'SC6',2023/12/10,'14-22',1,32
'SC6',2023/12/10,'16-24',8,120
'SC60',2023/12/10,'0-8',3,224
'SC60',2023/12/10,'5-13',19,11
'SC60',2023/12/10,'8-16',19,34
'SC60',2023/12/10,'12-20',1,14
'SC60',2023/12/10,'14-22',6,29
'SC60',2023/12/10,'16-24',9,221
'SC61',2023/12/10,'0-8',1,1
'SC61',2023/12/10,'5-13',1,1
'SC61',2023/12/10,'8-16',1,1
'SC61',2023/12/10,'12-20',1,1
'SC61',2023/12/10,'14-22',1,1
'SC61',2023/12/10,'16-24',1,2
'SC63',2023/12/10,'0-8',2,1
'SC63',2023/12/10,'5-13',1,3
'SC63',2023/12/10,'8-16',2,3
'SC63',2023/12/10,'12-20',1,1
'SC63',2023/12/10,'14-22',2,1
'SC63',2023/12/10,'16-24',1,3
'SC66',2023/12/10,'0-8',1,1
'SC66',2023/12/10,'5-13',1,1
'SC66',2023/12/10,'8-16',1,3
'SC66',2023/12/10,'12-20',1,1
'SC66',2023/12/10,'14-22',1,1
'SC66',2023/12/10,'16-24',1,1
'SC68',2023/12/10,'0-8',2,1
'SC68',2023/12/10,'5-13',1,1
'SC68',2023/12/10,'8-16',1,3
'SC68',2023/12/10,'12-20',1,1
'SC68',2023/12/10,'14-22',1,1
'SC68',2023/12/10,'16-24',2,4
'SC7',2023/12/10,'0-8',9,118
'SC7',2023/12/10,'5-13',2,1
'SC7',2023/12/10,'8-16',13,30
'SC7',2023/12/10,'12-20',1,87
'SC7',2023/12/10,'14-22',1,1
'SC7',2023/12/10,'16-24',9,122
'SC8',2023/12/10,'0-8',12,123
'SC8',2023/12/10,'5-13',2,36
'SC8',2023/12/10,'8-16',12,25
'SC8',2023/12/10,'12-20',1,37
'SC8',2023/12/10,'14-22',1,42
'SC8',2023/12/10,'16-24',14,129
'SC9',2023/12/10,'0-8',3,105
'SC9',2023/12/10,'5-13',7,57
'SC9',2023/12/10,'8-16',7,19
'SC9',2023/12/10,'12-20',8,1
'SC9',2023/12/10,'14-22',1,1
'SC9',2023/12/10,'16-24',4,52
'SC1',2023/12/11,'0-8',3,155
'SC1',2023/12/11,'5-13',3,36
'SC1',2023/12/11,'8-16',11,50
'SC1',2023/12/11,'12-20',2,44
'SC1',2023/12/11,'14-22',1,1
'SC1',2023/12/11,'16-24',16,137
'SC10',2023/12/11,'0-8',9,175
'SC10',2023/12/11,'5-13',2,33
'SC10',2023/12/11,'8-16',14,18
'SC10',2023/12/11,'12-20',16,5
'SC10',2023/12/11,'14-22',5,8
'SC10',2023/12/11,'16-24',1,245
'SC12',2023/12/11,'0-8',1,12
'SC12',2023/12/11,'5-13',5,13
'SC12',2023/12/11,'8-16',4,21
'SC12',2023/12/11,'12-20',1,11
'SC12',2023/12/11,'14-22',2,7
'SC12',2023/12/11,'16-24',1,7
'SC14',2023/12/11,'0-8',1,1
'SC14',2023/12/11,'5-13',1,1
'SC14',2023/12/11,'8-16',1,6
'SC14',2023/12/11,'12-20',1,1
'SC14',2023/12/11,'14-22',1,2
'SC14',2023/12/11,'16-24',1,3
'SC15',2023/12/11,'0-8',1,19
'SC15',2023/12/11,'5-13',1,18
'SC15',2023/12/11,'8-16',3,6
'SC15',2023/12/11,'12-20',6,3
'SC15',2023/12/11,'14-22',7,1
'SC15',2023/12/11,'16-24',1,23
'SC16',2023/12/11,'0-8',2,1
'SC16',2023/12/11,'5-13',2,1
'SC16',2023/12/11,'8-16',1,1
'SC16',2023/12/11,'12-20',2,1
'SC16',2023/12/11,'14-22',2,1
'SC16',2023/12/11,'16-24',2,2
'SC17',2023/12/11,'0-8',1,74
'SC17',2023/12/11,'5-13',3,25
'SC17',2023/12/11,'8-16',3,3
'SC17',2023/12/11,'12-20',3,4
'SC17',2023/12/11,'14-22',8,29
'SC17',2023/12/11,'16-24',1,83
'SC18',2023/12/11,'0-8',1,12
'SC18',2023/12/11,'5-13',5,13
'SC18',2023/12/11,'8-16',5,1
'SC18',2023/12/11,'12-20',7,1
'SC18',2023/12/11,'14-22',1,18
'SC18',2023/12/11,'16-24',1,68
'SC19',2023/12/11,'0-8',1,8
'SC19',2023/12/11,'5-13',3,1
'SC19',2023/12/11,'8-16',4,5
'SC19',2023/12/11,'12-20',1,6
'SC19',2023/12/11,'14-22',1,1
'SC19',2023/12/11,'16-24',5,12
'SC2',2023/12/11,'0-8',5,4
'SC2',2023/12/11,'5-13',2,8
'SC2',2023/12/11,'8-16',2,11
'SC2',2023/12/11,'12-20',1,1
'SC2',2023/12/11,'14-22',5,10
'SC2',2023/12/11,'16-24',1,28
'SC20',2023/12/11,'0-8',1,1
'SC20',2023/12/11,'5-13',1,1
'SC20',2023/12/11,'8-16',1,1
'SC20',2023/12/11,'12-20',1,1
'SC20',2023/12/11,'14-22',1,1
'SC20',2023/12/11,'16-24',1,1
'SC21',2023/12/11,'0-8',1,3
'SC21',2023/12/11,'5-13',4,8
'SC21',2023/12/11,'8-16',1,1
'SC21',2023/12/11,'12-20',2,14
'SC21',2023/12/11,'14-22',1,1
'SC21',2023/12/11,'16-24',1,17
'SC22',2023/12/11,'0-8',1,25
'SC22',2023/12/11,'5-13',3,17
'SC22',2023/12/11,'8-16',4,9
'SC22',2023/12/11,'12-20',5,1
'SC22',2023/12/11,'14-22',1,10
'SC22',2023/12/11,'16-24',3,35
'SC23',2023/12/11,'0-8',1,1
'SC23',2023/12/11,'5-13',3,7
'SC23',2023/12/11,'8-16',4,4
'SC23',2023/12/11,'12-20',6,3
'SC23',2023/12/11,'14-22',3,1
'SC23',2023/12/11,'16-24',5,13
'SC24',2023/12/11,'0-8',3,3
'SC24',2023/12/11,'5-13',1,28
'SC24',2023/12/11,'8-16',2,8
'SC24',2023/12/11,'12-20',1,34
'SC24',2023/12/11,'14-22',2,1
'SC24',2023/12/11,'16-24',2,1
'SC25',2023/12/11,'0-8',9,236
'SC25',2023/12/11,'5-13',14,44
'SC25',2023/12/11,'8-16',2,15
'SC25',2023/12/11,'12-20',10,91
'SC25',2023/12/11,'14-22',10,1
'SC25',2023/12/11,'16-24',11,325
'SC26',2023/12/11,'0-8',1,9
'SC26',2023/12/11,'5-13',1,11
'SC26',2023/12/11,'8-16',2,19
'SC26',2023/12/11,'12-20',1,4
'SC26',2023/12/11,'14-22',1,8
'SC26',2023/12/11,'16-24',3,7
'SC27',2023/12/11,'0-8',1,6
'SC27',2023/12/11,'5-13',4,18
'SC27',2023/12/11,'8-16',5,5
'SC27',2023/12/11,'12-20',1,10
'SC27',2023/12/11,'14-22',4,1
'SC27',2023/12/11,'16-24',1,42
'SC28',2023/12/11,'0-8',1,2
'SC28',2023/12/11,'5-13',2,1
'SC28',2023/12/11,'8-16',1,2
'SC28',2023/12/11,'12-20',2,1
'SC28',2023/12/11,'14-22',1,1
'SC28',2023/12/11,'16-24',2,3
'SC29',2023/12/11,'0-8',1,13
'SC29',2023/12/11,'5-13',1,19
'SC29',2023/12/11,'8-16',3,5
'SC29',2023/12/11,'12-20',1,11
'SC29',2023/12/11,'14-22',1,4
'SC29',2023/12/11,'16-24',4,37
'SC3',2023/12/11,'0-8',3,154
'SC3',2023/12/11,'5-13',7,23
'SC3',2023/12/11,'8-16',3,32
'SC3',2023/12/11,'12-20',16,1
'SC3',2023/12/11,'14-22',6,21
'SC3',2023/12/11,'16-24',9,54
'SC30',2023/12/11,'0-8',1,6
'SC30',2023/12/11,'5-13',3,1
'SC30',2023/12/11,'8-16',3,13
'SC30',2023/12/11,'12-20',2,4
'SC30',2023/12/11,'14-22',1,1
'SC30',2023/12/11,'16-24',1,10
'SC31',2023/12/11,'0-8',3,61
'SC31',2023/12/11,'5-13',1,17
'SC31',2023/12/11,'8-16',1,16
'SC31',2023/12/11,'12-20',1,34
'SC31',2023/12/11,'14-22',2,18
'SC31',2023/12/11,'16-24',1,25
'SC32',2023/12/11,'0-8',6,5
'SC32',2023/12/11,'5-13',1,10
'SC32',2023/12/11,'8-16',6,1
'SC32',2023/12/11,'12-20',2,10
'SC32',2023/12/11,'14-22',1,6
'SC32',2023/12/11,'16-24',1,30
'SC34',2023/12/11,'0-8',2,42
'SC34',2023/12/11,'5-13',2,1
'SC34',2023/12/11,'8-16',1,35
'SC34',2023/12/11,'12-20',5,23
'SC34',2023/12/11,'14-22',1,1
'SC34',2023/12/11,'16-24',3,52
'SC35',2023/12/11,'0-8',14,96
'SC35',2023/12/11,'5-13',11,12
'SC35',2023/12/11,'8-16',7,60
'SC35',2023/12/11,'12-20',1,1
'SC35',2023/12/11,'14-22',8,1
'SC35',2023/12/11,'16-24',1,191
'SC36',2023/12/11,'0-8',1,1
'SC36',2023/12/11,'5-13',2,1
'SC36',2023/12/11,'8-16',3,7
'SC36',2023/12/11,'12-20',1,5
'SC36',2023/12/11,'14-22',1,1
'SC36',2023/12/11,'16-24',1,1
'SC37',2023/12/11,'0-8',2,1
'SC37',2023/12/11,'5-13',4,1
'SC37',2023/12/11,'8-16',1,5
'SC37',2023/12/11,'12-20',1,10
'SC37',2023/12/11,'14-22',2,1
'SC37',2023/12/11,'16-24',6,2
'SC38',2023/12/11,'0-8',2,14
'SC38',2023/12/11,'5-13',2,1
'SC38',2023/12/11,'8-16',6,5
'SC38',2023/12/11,'12-20',1,1
'SC38',2023/12/11,'14-22',2,1
'SC38',2023/12/11,'16-24',5,14
'SC39',2023/12/11,'0-8',4,4
'SC39',2023/12/11,'5-13',4,1
'SC39',2023/12/11,'8-16',2,2
'SC39',2023/12/11,'12-20',2,1
'SC39',2023/12/11,'14-22',3,1
'SC39',2023/12/11,'16-24',1,9
'SC4',2023/12/11,'0-8',3,171
'SC4',2023/12/11,'5-13',1,1
'SC4',2023/12/11,'8-16',17,53
'SC4',2023/12/11,'12-20',1,1
'SC4',2023/12/11,'14-22',7,1
